experiment	biological	genotype	genotype_barplot	treatment	genotype_treatment	genotype_treatment_biological	flowpot_number	plant_no	FW_g
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp2	pl3	0.018
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp2	pl4	0.0143
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp3	pl1	0.021
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp3	pl2	0.0113
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp3	pl3	0.0208
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp3	pl4	0.0167
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp4	pl1	0.0197
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp4	pl2	0.0092
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp4	pl3	0.0217
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp4	pl4	0.0165
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp5	pl1	0.0328
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp5	pl2	0.0261
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp5	pl3	0.0126
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp5	pl4	0.0165
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp6	pl1	0.0146
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp6	pl2	0.0193
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp6	pl3	0.0235
FP_gluco	bio3	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio3	fp6	pl4	0.0167
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp1	pl1	0.0367
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp1	pl2	0.0246
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp1	pl3	0.0216
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp1	pl4	0.0181
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp2	pl1	0.062
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp2	pl2	0.0122
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp2	pl3	0.0569
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp2	pl4	0.0116
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp3	pl1	0.0551
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp3	pl2	0.0284
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp3	pl3	0.0172
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp3	pl4	0.018
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp4	pl1	0.0225
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp4	pl2	0.0291
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp4	pl3	0.0302
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp4	pl4	0.0521
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp5	pl1	0.0179
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp5	pl2	0.0291
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp5	pl3	0.0325
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp5	pl4	0.0035
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp6	pl1	0.0151
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp6	pl2	0.0246
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp6	pl3	0.0175
FP_gluco	bio3	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio3	fp6	pl4	0.0149
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp1	pl1	0.0128
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp1	pl2	0.0302
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp1	pl3	0.0102
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp1	pl4	
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp2	pl1	0.0476
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp2	pl2	0.0206
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp2	pl3	0.0344
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp2	pl4	0.0091
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp3	pl1	0.0149
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp3	pl2	0.0113
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp3	pl3	0.0133
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp3	pl4	0.0102
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp4	pl1	0.0233
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp4	pl2	0.0229
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp4	pl3	
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp4	pl4	
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp5	pl1	0.0644
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp5	pl2	0.0236
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp5	pl3	0.0059
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp5	pl4	0.0026
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp6	pl1	0.016
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp6	pl2	0.0269
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp6	pl3	0.0072
FP_gluco	bio3	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio3	fp6	pl4	0.0203
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp1	pl1	0.0191
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp1	pl2	0.0163
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp1	pl3	0.0333
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp1	pl4	0.0195
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp2	pl1	0.0599
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp2	pl2	0.0087
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp2	pl3	0.0071
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp2	pl4	
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp3	pl1	0.0232
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp3	pl2	0.0974
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp3	pl3	0.0459
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp3	pl4	0.0236
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp4	pl1	0.0064
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp4	pl2	0.0099
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp4	pl3	0.026
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp4	pl4	0.0162
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp5	pl1	0.0502
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp5	pl2	0.0395
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp5	pl3	0.0112
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp5	pl4	0.0558
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp6	pl1	0.0043
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp6	pl2	0.1055
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp6	pl3	0.0424
FP_gluco	bio3	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio3	fp6	pl4	0.035
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp1	pl1	0.0262
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp1	pl2	0.0239
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp1	pl3	0.0281
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp1	pl4	0.0261
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp2	pl1	0.0195
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp2	pl2	0.0205
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp2	pl3	0.0221
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp2	pl4	0.0175
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp3	pl1	0.024
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp3	pl2	0.0319
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp3	pl3	0.0163
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp3	pl4	0.0232
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp4	pl1	0.022
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp4	pl2	0.0231
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp4	pl3	0.019
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp4	pl4	0.0261
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp5	pl1	0.0199
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp5	pl2	0.0166
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp5	pl3	0.0231
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp5	pl4	0.0131
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp6	pl1	0.0304
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp6	pl2	0.018
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp6	pl3	0.0196
FP_gluco	bio3	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio3	fp6	pl4	0.0137
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp1	pl1	0.031
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp1	pl2	0.0255
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp1	pl3	0.0171
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp1	pl4	0.0268
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp2	pl1	0.021
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp2	pl2	0.0267
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp2	pl3	0.0414
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp2	pl4	0.0373
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp3	pl1	0.0298
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp3	pl2	0.038
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp3	pl3	0.0414
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp3	pl4	0.0136
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp4	pl1	0.0177
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp4	pl2	0.0259
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp4	pl3	0.0649
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp4	pl4	0.0229
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp5	pl1	0.0222
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp5	pl2	0.0494
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp5	pl3	0.0213
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp5	pl4	0.0134
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp6	pl1	0.0329
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp6	pl2	0.0422
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp6	pl3	0.043
FP_gluco	bio3	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio3	fp6	pl4	0.0253
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp1	pl1	0.0212
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp1	pl2	0.0049
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp1	pl3	0.0383
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp1	pl4	0.0329
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp2	pl1	0.028
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp2	pl2	0.0136
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp2	pl3	0.0257
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp2	pl4	0.0204
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp3	pl1	0.0131
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp3	pl2	0.0061
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp3	pl3	0.0128
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp3	pl4	0.0096
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp4	pl1	0.0107
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp4	pl2	0.0122
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp4	pl3	0.0126
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp4	pl4	0.0294
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp5	pl1	0.0198
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp5	pl2	0.008
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp5	pl3	0.0404
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp5	pl4	0.0216
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp6	pl1	0.0208
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp6	pl2	0.0174
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp6	pl3	0.0058
FP_gluco	bio3	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio3	fp6	pl4	0.0346
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp1	pl1	0.0208
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp1	pl2	0.0168
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp1	pl3	0.0029
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp1	pl4	0.0084
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp2	pl1	0.0602
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp2	pl2	0.0148
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp2	pl3	0.0177
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp2	pl4	0.0097
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp3	pl1	0.0387
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp3	pl2	0.0181
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp3	pl3	0.019
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp3	pl4	0.0139
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp4	pl1	0.031
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp4	pl2	0.0145
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp4	pl3	0.0031
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp4	pl4	
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp5	pl1	0.0152
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp5	pl2	0.0328
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp5	pl3	0.0248
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp5	pl4	0.001
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp6	pl1	0.0012
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp6	pl2	0.01
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp6	pl3	0.0141
FP_gluco	bio3	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio3	fp6	pl4	0.0115
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp1	pl1	
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp1	pl2	
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp1	pl3	
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp1	pl4	
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp2	pl1	0.029
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp2	pl2	0.0265
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp2	pl3	0.0151
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp2	pl4	0.0189
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp3	pl1	0.021
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp3	pl2	0.034
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp3	pl3	0.032
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp3	pl4	0.0244
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp4	pl1	0.0496
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp4	pl2	0.0402
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp4	pl3	0.0299
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp4	pl4	0.03
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp5	pl1	0.0295
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp5	pl2	0.0117
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp5	pl3	0.0106
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp5	pl4	0.0049
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp6	pl1	0.0176
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp6	pl2	
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp6	pl3	0.0174
FP_gluco	bio3	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio3	fp6	pl4	0.0427
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp1	pl1	0.0534
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp1	pl2	0.0213
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp1	pl3	0.0352
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp1	pl4	0.0243
